city,province,dt,sunrise,sunset,temp,feels_like,pressure,humidity,dew_point,clouds,visibility,wind_speed,wind_deg,weather
Whitehorse,Yukon,2023-02-26 08:00:00,2023-02-26 16:09:29,2023-02-27 02:17:08,-14.95,-21.95,995,85,-16.7,100,6437,3.6,340,Snow
Whitehorse,Yukon,2023-02-27 08:00:00,2023-02-27 16:06:30,2023-02-28 02:19:46,-22.41,-26.84,998,83,-24.3,40,10000,1.34,340,Snow
Whitehorse,Yukon,2023-02-28 08:00:00,2023-02-28 16:03:30,2023-03-01 02:22:24,-20.37,-27.27,1006,77,-23.06,75,10000,2.57,350,Clouds
Whitehorse,Yukon,2023-03-01 08:00:00,2023-03-01 16:00:30,2023-03-02 02:25:01,-15.78,-22.78,993,77,-18.56,75,10000,8.23,180,Clouds
Whitehorse,Yukon,2023-03-02 08:00:00,2023-03-02 15:57:28,2023-03-03 02:27:38,-9.4,-16.38,968,85,-11.23,100,3219,4.63,350,Snow
Whitehorse,Yukon,2023-03-03 08:00:00,2023-03-03 15:54:27,2023-03-04 02:30:14,-13.34,-20.22,994,84,-15.24,75,8047,3.58,340,Snow
Whitehorse,Yukon,2023-03-04 08:00:00,2023-03-04 15:51:24,2023-03-05 02:32:50,-12.88,-19.69,1013,72,-16.45,75,10000,3.6,340,Snow
Whitehorse,Yukon,2023-03-05 08:00:00,2023-03-05 15:48:22,2023-03-06 02:35:25,-17.17,-21.44,1028,71,-20.77,75,10000,1.54,320,Snow
Whitehorse,Yukon,2023-03-06 08:00:00,2023-03-06 15:45:18,2023-03-07 02:38:00,-23.33,-23.33,1028,84,-25.09,0,10000,0,0,Clear
Whitehorse,Yukon,2023-03-07 08:00:00,2023-03-07 15:42:14,2023-03-08 02:40:34,-12.53,-16.13,1019,79,-15.11,100,1609,1.54,160,Snow
Whitehorse,Yukon,2023-03-08 08:00:00,2023-03-08 15:39:10,2023-03-09 02:43:08,-19.65,-26.42,1028,92,-20.52,20,10000,2.57,170,Clouds
Whitehorse,Yukon,2023-03-09 08:00:00,2023-03-09 15:36:05,2023-03-10 02:45:42,-16.63,-23.63,1025,65,-21.16,20,10000,5.14,160,Clouds
Whitehorse,Yukon,2023-03-10 08:00:00,2023-03-10 15:33:00,2023-03-11 02:48:15,-10.48,-14.76,1017,79,-13.1,75,9656,2.06,320,Snow
Whitehorse,Yukon,2023-03-11 08:00:00,2023-03-11 15:29:54,2023-03-12 02:50:48,-15.31,-22.31,1023,78,-17.97,20,10000,3.6,280,Clouds
Whitehorse,Yukon,2023-03-12 08:00:00,2023-03-12 15:26:48,2023-03-13 02:53:21,-18.29,-24.8,1022,71,-21.86,20,10000,2.57,290,Clouds
