city,province,dt,sunrise,sunset,temp,feels_like,pressure,humidity,dew_point,clouds,visibility,wind_speed,wind_deg,weather
Whitehorse,Yukon,2021-07-06 07:00:00,2021-07-06 11:41:26,2021-07-07 06:28:18,20.98,19.97,1015,32,3.68,75,10000,7.72,170,Clouds
Whitehorse,Yukon,2021-07-07 07:00:00,2021-07-07 11:43:01,2021-07-08 06:27:01,17.6,16.56,1009,44,5.22,40,10000,6.69,170,Clouds
Whitehorse,Yukon,2021-07-08 07:00:00,2021-07-08 11:44:40,2021-07-09 06:25:40,13.76,12.65,1008,56,5.15,20,10000,5.14,140,Clouds
Whitehorse,Yukon,2021-07-09 07:00:00,2021-07-09 11:46:23,2021-07-10 06:24:14,13.26,12.05,1012,54,4.16,75,10000,7.2,170,Clouds
Whitehorse,Yukon,2021-07-10 07:00:00,2021-07-10 11:48:09,2021-07-11 06:22:44,12.86,11.51,1015,50,2.7,75,10000,5.14,180,Clouds
Whitehorse,Yukon,2021-07-11 07:00:00,2021-07-11 11:49:59,2021-07-12 06:21:10,12.44,11.05,1017,50,2.31,75,10000,3.09,140,Clouds
Whitehorse,Yukon,2021-07-12 07:00:00,2021-07-12 11:51:52,2021-07-13 06:19:32,13.36,12.37,1018,62,6.24,100,10000,5.66,150,Clouds
Whitehorse,Yukon,2021-07-13 07:00:00,2021-07-13 11:53:49,2021-07-14 06:17:49,14.17,13.05,1017,54,5.01,20,10000,5.14,160,Clouds
Whitehorse,Yukon,2021-07-14 07:00:00,2021-07-14 11:55:48,2021-07-15 06:16:03,13.76,12.91,1012,66,7.53,75,10000,1.03,0,Clouds
Whitehorse,Yukon,2021-07-15 07:00:00,2021-07-15 11:57:50,2021-07-16 06:14:13,13,12.08,1011,66,6.8,100,10000,1.03,250,Clouds
Whitehorse,Yukon,2021-07-16 07:00:00,2021-07-16 11:59:55,2021-07-17 06:12:20,13.25,11.86,1014,47,2.19,20,10000,0,0,Clouds
Whitehorse,Yukon,2021-07-17 07:00:00,2021-07-17 12:02:02,2021-07-18 06:10:23,14.97,13.51,1016,38,0.78,40,10000,0,0,Clouds
Whitehorse,Yukon,2021-07-18 07:00:00,2021-07-18 12:04:11,2021-07-19 06:08:23,15.69,14.54,1019,47,4.42,20,10000,2.57,240,Clouds
Whitehorse,Yukon,2021-07-19 07:00:00,2021-07-19 12:06:23,2021-07-20 06:06:20,18.53,17.61,1020,45,6.38,75,10000,6.69,150,Clouds
Whitehorse,Yukon,2021-07-20 07:00:00,2021-07-20 12:08:37,2021-07-21 06:04:14,15.6,15.36,1019,82,12.54,40,10000,0,0,Clouds
Whitehorse,Yukon,2021-07-21 07:00:00,2021-07-21 12:10:52,2021-07-22 06:02:04,17.44,16.62,1011,53,7.77,20,10000,3.58,160,Clouds
Whitehorse,Yukon,2021-07-22 07:00:00,2021-07-22 12:13:10,2021-07-23 05:59:53,16.77,16.02,1006,58,8.47,75,10000,5.66,150,Clouds
Whitehorse,Yukon,2021-07-23 07:00:00,2021-07-23 12:15:29,2021-07-24 05:57:38,14.22,13.16,1009,56,5.58,75,10000,5.66,140,Clouds
Whitehorse,Yukon,2021-07-24 07:00:00,2021-07-24 12:17:49,2021-07-25 05:55:21,13.85,12.81,1013,58,5.74,75,10000,4.63,150,Clouds
Whitehorse,Yukon,2021-07-25 07:00:00,2021-07-25 12:20:11,2021-07-26 05:53:01,14.61,13.75,1015,62,7.42,75,10000,3.6,150,Clouds
Whitehorse,Yukon,2021-07-26 07:00:00,2021-07-26 12:22:34,2021-07-27 05:50:39,16.81,15.7,1013,44,4.5,75,10000,3.6,150,Clouds
Whitehorse,Yukon,2021-07-27 07:00:00,2021-07-27 12:24:58,2021-07-28 05:48:15,11.09,10.68,1012,93,10,100,9656,2.68,150,Rain
Whitehorse,Yukon,2021-07-28 07:00:00,2021-07-28 12:27:23,2021-07-29 05:45:48,13.68,12.96,1018,71,8.52,75,10000,5.14,150,Clouds
Whitehorse,Yukon,2021-07-29 07:00:00,2021-07-29 12:29:50,2021-07-30 05:43:20,13.94,13.01,1019,62,6.79,40,10000,4.02,160,Clouds
Whitehorse,Yukon,2021-07-30 07:00:00,2021-07-30 12:32:17,2021-07-31 05:40:49,15.23,14.04,1019,47,4,0,10000,3.09,220,Clear
Whitehorse,Yukon,2021-07-31 07:00:00,2021-07-31 12:34:44,2021-08-01 05:38:17,17.42,16.65,1019,55,8.3,20,10000,2.57,170,Clouds
Whitehorse,Yukon,2021-08-01 07:00:00,2021-08-01 12:37:13,2021-08-02 05:35:43,19.03,18.24,1020,48,7.78,20,10000,2.57,250,Clouds
Whitehorse,Yukon,2021-08-02 07:00:00,2021-08-02 12:39:42,2021-08-03 05:33:07,21.14,20.28,1017,37,5.89,75,10000,3.6,220,Clouds
Whitehorse,Yukon,2021-08-03 07:00:00,2021-08-03 12:42:11,2021-08-04 05:30:29,16.04,16.15,1016,94,15.08,100,9656,2.57,150,Rain
Whitehorse,Yukon,2021-08-04 07:00:00,2021-08-04 12:44:41,2021-08-05 05:27:50,17.44,16.78,1013,59,9.35,75,10000,3.09,170,Rain
Whitehorse,Yukon,2021-08-05 07:00:00,2021-08-05 12:47:12,2021-08-06 05:25:09,17.71,17.55,1009,77,13.63,75,10000,2.24,140,Clouds
Whitehorse,Yukon,2021-08-06 07:00:00,2021-08-06 12:49:42,2021-08-07 05:22:26,16.89,16.51,1006,72,11.82,75,10000,5.66,160,Clouds
Whitehorse,Yukon,2021-08-07 07:00:00,2021-08-07 12:52:13,2021-08-08 05:19:43,14.03,13.94,1007,94,13.08,100,10000,2.57,160,Rain
Whitehorse,Yukon,2021-08-08 07:00:00,2021-08-08 12:54:44,2021-08-09 05:16:57,17.16,16.94,1007,77,13.1,75,10000,5.14,140,Clouds
Whitehorse,Yukon,2021-08-09 07:00:00,2021-08-09 12:57:15,2021-08-10 05:14:11,13.4,12.41,1000,62,6.28,100,10000,9.77,150,Rain
Whitehorse,Yukon,2021-08-10 07:00:00,2021-08-10 12:59:47,2021-08-11 05:11:23,12.41,11.33,1006,62,5.34,75,10000,5.14,150,Clouds
Whitehorse,Yukon,2021-08-11 07:00:00,2021-08-11 13:02:18,2021-08-12 05:08:34,14.19,13.07,1011,54,5.03,75,10000,3.6,160,Clouds
Whitehorse,Yukon,2021-08-12 07:00:00,2021-08-12 13:04:49,2021-08-13 05:05:44,13.22,12.32,1016,66,7.01,75,10000,8.23,150,Clouds
Whitehorse,Yukon,2021-08-13 07:00:00,2021-08-13 13:07:20,2021-08-14 05:02:53,16.28,15.71,1010,67,10.15,100,10000,4.12,140,Rain
Whitehorse,Yukon,2021-08-14 07:00:00,2021-08-14 13:09:52,2021-08-15 05:00:01,14.55,13.91,1007,71,9.36,75,10000,2.06,40,Clouds
Whitehorse,Yukon,2021-08-15 07:00:00,2021-08-15 13:12:23,2021-08-16 04:57:07,10.83,9.59,1006,62,3.85,75,10000,2.57,160,Rain
Whitehorse,Yukon,2021-08-16 07:00:00,2021-08-16 13:14:54,2021-08-17 04:54:13,11.12,10.72,1012,93,10.03,75,10000,1.54,210,Clouds
Whitehorse,Yukon,2021-08-17 07:00:00,2021-08-17 13:17:24,2021-08-18 04:51:18,12.02,10.9,1012,62,4.97,75,10000,5.66,150,Clouds
Whitehorse,Yukon,2021-08-18 07:00:00,2021-08-18 13:19:55,2021-08-19 04:48:22,11.57,10.51,1009,66,5.44,75,10000,4.63,160,Clouds
Whitehorse,Yukon,2021-08-19 07:00:00,2021-08-19 13:22:25,2021-08-20 04:45:25,12.21,11.91,1017,93,11.11,75,10000,2.57,340,Rain
Whitehorse,Yukon,2021-08-20 07:00:00,2021-08-20 13:24:55,2021-08-21 04:42:27,12.4,11.84,1019,82,9.42,40,10000,1.54,230,Clouds
Whitehorse,Yukon,2021-08-21 07:00:00,2021-08-21 13:27:25,2021-08-22 04:39:28,11.67,11.16,1011,87,9.58,100,10000,2.06,340,Rain
Whitehorse,Yukon,2021-08-22 07:00:00,2021-08-22 13:29:55,2021-08-23 04:36:29,9.8,9.8,1015,93,8.72,100,10000,0,0,Clouds
Whitehorse,Yukon,2021-08-23 07:00:00,2021-08-23 13:32:24,2021-08-24 04:33:29,10.06,8.98,1014,71,5.05,20,10000,2.57,160,Clouds
Whitehorse,Yukon,2021-08-24 07:00:00,2021-08-24 13:34:53,2021-08-25 04:30:28,12.5,11.22,1011,54,3.45,40,10000,5.66,150,Clouds
Whitehorse,Yukon,2021-08-25 07:00:00,2021-08-25 13:37:22,2021-08-26 04:27:27,11.72,10.8,1008,71,6.64,20,10000,6.17,170,Clouds
Whitehorse,Yukon,2021-08-26 07:00:00,2021-08-26 13:39:51,2021-08-27 04:24:25,11.73,11.23,1007,87,9.64,100,10000,4.63,150,Rain
Whitehorse,Yukon,2021-08-27 07:00:00,2021-08-27 13:42:19,2021-08-28 04:21:22,13.11,12.33,1007,71,7.98,75,10000,5.66,160,Clouds
Whitehorse,Yukon,2021-08-28 07:00:00,2021-08-28 13:44:47,2021-08-29 04:18:19,11.64,10.58,1006,66,5.51,75,10000,7.72,160,Clouds
Whitehorse,Yukon,2021-08-29 07:00:00,2021-08-29 13:47:15,2021-08-30 04:15:16,9.36,9.36,1007,93,8.29,100,9656,1.03,50,Rain
Whitehorse,Yukon,2021-08-30 07:00:00,2021-08-30 13:49:42,2021-08-31 04:12:11,11.17,10.33,1017,76,7.1,100,10000,3.6,340,Clouds
Whitehorse,Yukon,2021-08-31 07:00:00,2021-08-31 13:52:09,2021-09-01 04:09:07,9.26,7.57,1017,76,5.25,40,10000,3.09,250,Clouds
Whitehorse,Yukon,2021-09-01 07:00:00,2021-09-01 13:54:36,2021-09-02 04:06:02,11.01,10.15,1016,76,6.95,0,10000,2.06,220,Clear
