city,province,dt,sunrise,sunset,temp,feels_like,pressure,humidity,dew_point,clouds,visibility,wind_speed,wind_deg,weather
Yellowknife,Northwest Territories,2023-12-13 08:00:00,2023-12-13 16:58:44,2023-12-13 22:04:33,-4.98,-10.06,989,93,-5.83,75,10000.0,3.6,150,Clouds
Yellowknife,Northwest Territories,2023-12-14 08:00:00,2023-12-14 17:00:07,2023-12-14 22:04:05,-2.56,-8.51,995,86,-4.34,0,10000.0,5.66,250,Clear
Yellowknife,Northwest Territories,2023-12-15 08:00:00,2023-12-15 17:01:25,2023-12-15 22:03:44,-16.45,-23.45,1026,95,-17.0,100,10000.0,4.12,90,Clouds
Yellowknife,Northwest Territories,2023-12-16 08:00:00,2023-12-16 17:02:35,2023-12-16 22:03:29,-14.37,-21.37,1001,91,-15.39,100,8047.0,7.72,300,Snow
Yellowknife,Northwest Territories,2023-12-17 08:00:00,2023-12-17 17:03:40,2023-12-17 22:03:22,-21.51,-28.51,1024,94,-22.15,40,10000.0,3.09,240,Snow
Yellowknife,Northwest Territories,2023-12-18 08:00:00,2023-12-18 17:04:37,2023-12-18 22:03:21,-14.92,-21.92,1002,95,-15.47,100,2414.0,5.14,100,Snow
Yellowknife,Northwest Territories,2023-12-19 08:00:00,2023-12-19 17:05:28,2023-12-19 22:03:28,-24.81,-31.81,1025,86,-26.31,99,,2.24,340,Clouds
Yellowknife,Northwest Territories,2023-12-20 08:00:00,2023-12-20 17:06:12,2023-12-20 22:03:41,-16.71,-23.71,1026,97,-17.04,100,,8.17,117,Clouds
Yellowknife,Northwest Territories,2023-12-21 08:00:00,2023-12-21 17:06:49,2023-12-21 22:04:02,-10.62,-16.51,1004,99,-10.73,97,,3.21,254,Clouds
Yellowknife,Northwest Territories,2023-12-22 08:00:00,2023-12-22 17:07:19,2023-12-22 22:04:30,-10.35,-17.02,1004,98,-10.58,100,10000.0,4.02,80,Snow
Yellowknife,Northwest Territories,2023-12-23 08:00:00,2023-12-23 17:07:42,2023-12-23 22:05:05,-10.27,-17.27,1011,96,-10.73,98,,5.36,20,Snow
Yellowknife,Northwest Territories,2023-12-24 08:00:00,2023-12-24 17:07:58,2023-12-24 22:05:47,-18.95,-24.65,1013,84,-20.77,40,10000.0,2.06,70,Clouds
Yellowknife,Northwest Territories,2023-12-25 08:00:00,2023-12-25 17:08:06,2023-12-25 22:06:35,-12.31,-19.31,1009,96,-12.76,37,,4.92,120,Clouds
Yellowknife,Northwest Territories,2023-12-26 08:00:00,2023-12-26 17:08:08,2023-12-26 22:07:31,-7.84,-14.02,1006,96,-8.31,75,10000.0,4.12,120,Clouds
Yellowknife,Northwest Territories,2023-12-27 08:00:00,2023-12-27 17:08:03,2023-12-27 22:08:34,-0.98,-7.24,992,94,-1.72,20,10000.0,7.15,160,Clouds
Yellowknife,Northwest Territories,2023-12-28 08:00:00,2023-12-28 17:07:51,2023-12-28 22:09:43,-11.23,-18.19,1014,78,-13.97,20,10000.0,4.12,310,Clouds
Yellowknife,Northwest Territories,2023-12-29 08:00:00,2023-12-29 17:07:32,2023-12-29 22:10:59,-8.63,-15.63,1019,77,-11.57,98,,5.75,123,Clouds
Yellowknife,Northwest Territories,2023-12-30 08:00:00,2023-12-30 17:07:07,2023-12-30 22:12:21,-11.39,-17.29,1024,98,-11.61,100,8047.0,3.09,90,Mist
Yellowknife,Northwest Territories,2023-12-31 08:00:00,2023-12-31 17:06:34,2023-12-31 22:13:49,-5.41,-10.09,1002,99,-5.53,20,10000.0,3.09,130,Clouds
Yellowknife,Northwest Territories,2024-01-01 08:00:00,2024-01-01 17:05:56,2024-01-01 22:15:23,-10.37,-17.37,1018,90,-11.55,100,10000.0,7.72,310,Snow
Yellowknife,Northwest Territories,2024-01-02 08:00:00,2024-01-02 17:05:11,2024-01-02 22:17:03,-19.55,-26.55,1025,84,-21.36,75,10000.0,4.12,310,Clouds
Yellowknife,Northwest Territories,2024-01-03 08:00:00,2024-01-03 17:04:19,2024-01-03 22:18:49,-22.04,-29.04,1025,77,-24.69,100,10000.0,3.6,290,Snow
Yellowknife,Northwest Territories,2024-01-04 08:00:00,2024-01-04 17:03:22,2024-01-04 22:20:40,-34.29,-41.29,1042,88,-35.47,20,10000.0,3.09,310,Clouds
Yellowknife,Northwest Territories,2024-01-05 08:00:00,2024-01-05 17:02:19,2024-01-05 22:22:37,-28.94,-35.94,1033,85,-30.51,100,10000.0,3.09,60,Snow
Yellowknife,Northwest Territories,2024-01-06 08:00:00,2024-01-06 17:01:10,2024-01-06 22:24:38,-25.96,-32.96,1021,69,-29.59,75,10000.0,2.57,30,Snow
